product_id,warehouse_id,category,stock_on_hand,reorder_level,reorder_flag,avg_lead_time_days,stockout_days,carrying_cost_per_unit
1698815,PLANT15,Misc,149,10,False,5,0,0.28
1664419,PLANT17,Misc,6,10,True,5,1,0.09
1664426,PLANT17,Misc,6,10,True,5,1,0.09
1672826,PLANT17,Misc,6,10,True,5,2,0.09
1674916,PLANT17,Misc,6,10,True,5,3,0.09
1674918,PLANT17,Misc,6,10,True,5,3,0.09
1675507,PLANT17,Misc,6,10,True,5,2,0.09
1676151,PLANT17,Misc,6,10,True,5,3,0.09
1676152,PLANT17,Misc,6,10,True,5,1,0.09
1677864,PLANT17,Misc,6,10,True,5,1,0.09
1677865,PLANT17,Misc,6,10,True,5,3,0.09
1679124,PLANT17,Misc,6,10,True,5,1,0.09
1685369,PLANT17,Misc,6,10,True,5,1,0.09
1685370,PLANT17,Misc,6,10,True,5,3,0.09
1685378,PLANT17,Misc,6,10,True,5,1,0.09
1685979,PLANT17,Misc,6,10,True,5,2,0.09
1691969,PLANT17,Misc,6,10,True,5,1,0.09
1694139,PLANT17,Misc,6,10,True,5,1,0.09
1694217,PLANT17,Misc,6,10,True,5,3,0.09
1696107,PLANT17,Misc,6,10,True,5,2,0.09
1697052,PLANT17,Misc,6,10,True,5,3,0.09
1660883,PLANT18,Misc,170,10,False,5,0,0.41
1664500,PLANT18,Misc,170,10,False,5,0,0.41
1666994,PLANT18,Misc,170,10,False,5,0,0.41
1668792,PLANT18,Misc,170,10,False,5,0,0.41
1669083,PLANT18,Misc,170,10,False,5,0,0.41
1669095,PLANT18,Misc,170,10,False,5,0,0.41
1669740,PLANT18,Misc,170,10,False,5,0,0.41
1669741,PLANT18,Misc,170,10,False,5,0,0.41
1671769,PLANT18,Misc,170,10,False,5,0,0.41
1673352,PLANT18,Misc,170,10,False,5,0,0.41
1674718,PLANT18,Misc,170,10,False,5,0,0.41
1699520,PLANT18,Misc,170,10,False,5,0,0.41
1650942,PLANT05,Misc,49,10,False,5,0,0.1
1650946,PLANT05,Misc,49,10,False,5,0,0.1
1656871,PLANT05,Misc,49,10,False,5,0,0.1
1656873,PLANT05,Misc,49,10,False,5,0,0.1
1656879,PLANT05,Misc,49,10,False,5,0,0.1
1656889,PLANT05,Misc,49,10,False,5,0,0.1
1660742,PLANT05,Misc,49,10,False,5,0,0.1
1660748,PLANT05,Misc,49,10,False,5,0,0.1
1661315,PLANT05,Misc,49,10,False,5,0,0.1
1661316,PLANT05,Misc,49,10,False,5,0,0.1
1661317,PLANT05,Misc,49,10,False,5,0,0.1
1661318,PLANT05,Misc,49,10,False,5,0,0.1
1661319,PLANT05,Misc,49,10,False,5,0,0.1
1661320,PLANT05,Misc,49,10,False,5,0,0.1
1661321,PLANT05,Misc,49,10,False,5,0,0.1
1662989,PLANT05,Misc,49,10,False,5,0,0.1
1662990,PLANT05,Misc,49,10,False,5,0,0.1
1662991,PLANT05,Misc,49,10,False,5,0,0.1
1664340,PLANT05,Misc,49,10,False,5,0,0.1
1664343,PLANT05,Misc,49,10,False,5,0,0.1
1664344,PLANT05,Misc,49,10,False,5,0,0.1
1664345,PLANT05,Misc,49,10,False,5,0,0.1
1664346,PLANT05,Misc,49,10,False,5,0,0.1
1664347,PLANT05,Misc,49,10,False,5,0,0.1
1665087,PLANT05,Misc,49,10,False,5,0,0.1
1666750,PLANT05,Misc,49,10,False,5,0,0.1
1666761,PLANT05,Misc,49,10,False,5,0,0.1
1667071,PLANT05,Misc,49,10,False,5,0,0.1
1667125,PLANT05,Misc,49,10,False,5,0,0.1
1667126,PLANT05,Misc,49,10,False,5,0,0.1
1667143,PLANT05,Misc,49,10,False,5,0,0.1
1667163,PLANT05,Misc,49,10,False,5,0,0.1
1667164,PLANT05,Misc,49,10,False,5,0,0.1
1667679,PLANT05,Misc,49,10,False,5,0,0.1
1668409,PLANT05,Misc,49,10,False,5,0,0.1
1668412,PLANT05,Misc,49,10,False,5,0,0.1
1668419,PLANT05,Misc,49,10,False,5,0,0.1
1668421,PLANT05,Misc,49,10,False,5,0,0.1
1668426,PLANT05,Misc,49,10,False,5,0,0.1
1671354,PLANT05,Misc,49,10,False,5,0,0.1
1672344,PLANT05,Misc,49,10,False,5,0,0.1
1672564,PLANT05,Misc,49,10,False,5,0,0.1
1672565,PLANT05,Misc,49,10,False,5,0,0.1
1672621,PLANT05,Misc,49,10,False,5,0,0.1
1673058,PLANT05,Misc,49,10,False,5,0,0.1
1673059,PLANT05,Misc,49,10,False,5,0,0.1
1674111,PLANT05,Misc,49,10,False,5,0,0.1
1674114,PLANT05,Misc,49,10,False,5,0,0.1
1675500,PLANT05,Misc,49,10,False,5,0,0.1
1675601,PLANT05,Misc,49,10,False,5,0,0.1
1675746,PLANT05,Misc,49,10,False,5,0,0.1
1675747,PLANT05,Misc,49,10,False,5,0,0.1
1675748,PLANT05,Misc,49,10,False,5,0,0.1
1677568,PLANT05,Misc,49,10,False,5,0,0.1
1677578,PLANT05,Misc,49,10,False,5,0,0.1
1677581,PLANT05,Misc,49,10,False,5,0,0.1
1681721,PLANT05,Misc,49,10,False,5,0,0.1
1681759,PLANT05,Misc,49,10,False,5,0,0.1
1681775,PLANT05,Misc,49,10,False,5,0,0.1
1681778,PLANT05,Misc,49,10,False,5,0,0.1
1681883,PLANT05,Misc,49,10,False,5,0,0.1
1681951,PLANT05,Misc,49,10,False,5,0,0.1
1681952,PLANT05,Misc,49,10,False,5,0,0.1
1681953,PLANT05,Misc,49,10,False,5,0,0.1
1681954,PLANT05,Misc,49,10,False,5,0,0.1
1681955,PLANT05,Misc,49,10,False,5,0,0.1
1681956,PLANT05,Misc,49,10,False,5,0,0.1
1681957,PLANT05,Misc,49,10,False,5,0,0.1
1682366,PLANT05,Misc,49,10,False,5,0,0.1
1683286,PLANT05,Misc,49,10,False,5,0,0.1
1683293,PLANT05,Misc,49,10,False,5,0,0.1
1683294,PLANT05,Misc,49,10,False,5,0,0.1
1683354,PLANT05,Misc,49,10,False,5,0,0.1
1683356,PLANT05,Misc,49,10,False,5,0,0.1
1683357,PLANT05,Misc,49,10,False,5,0,0.1
1683359,PLANT05,Misc,49,10,False,5,0,0.1
1683361,PLANT05,Misc,49,10,False,5,0,0.1
1683365,PLANT05,Misc,49,10,False,5,0,0.1
1683523,PLANT05,Misc,49,10,False,5,0,0.1
1683525,PLANT05,Misc,49,10,False,5,0,0.1
1683527,PLANT05,Misc,49,10,False,5,0,0.1
1683528,PLANT05,Misc,49,10,False,5,0,0.1
1683531,PLANT05,Misc,49,10,False,5,0,0.1
1683802,PLANT05,Misc,49,10,False,5,0,0.1
1683808,PLANT05,Misc,49,10,False,5,0,0.1
1684659,PLANT05,Misc,49,10,False,5,0,0.1
1684668,PLANT05,Misc,49,10,False,5,0,0.1
1684669,PLANT05,Misc,49,10,False,5,0,0.1
1684717,PLANT05,Misc,49,10,False,5,0,0.1
1685593,PLANT05,Misc,49,10,False,5,0,0.1
1685595,PLANT05,Misc,49,10,False,5,0,0.1
1685599,PLANT05,Misc,49,10,False,5,0,0.1
1689498,PLANT05,Misc,49,10,False,5,0,0.1
1689502,PLANT05,Misc,49,10,False,5,0,0.1
1692056,PLANT05,Misc,49,10,False,5,0,0.1
1692105,PLANT05,Misc,49,10,False,5,0,0.1
1692106,PLANT05,Misc,49,10,False,5,0,0.1
1692107,PLANT05,Misc,49,10,False,5,0,0.1
1692108,PLANT05,Misc,49,10,False,5,0,0.1
1692109,PLANT05,Misc,49,10,False,5,0,0.1
1692113,PLANT05,Misc,49,10,False,5,0,0.1
1692114,PLANT05,Misc,49,10,False,5,0,0.1
1692115,PLANT05,Misc,49,10,False,5,0,0.1
1692277,PLANT05,Misc,49,10,False,5,0,0.1
1692401,PLANT05,Misc,49,10,False,5,0,0.1
1693453,PLANT05,Misc,49,10,False,5,0,0.1
1696113,PLANT05,Misc,49,10,False,5,0,0.1
1696114,PLANT05,Misc,49,10,False,5,0,0.1
1696256,PLANT05,Misc,49,10,False,5,0,0.1
1696261,PLANT05,Misc,49,10,False,5,0,0.1
1696262,PLANT05,Misc,49,10,False,5,0,0.1
1696263,PLANT05,Misc,49,10,False,5,0,0.1
1696774,PLANT05,Misc,49,10,False,5,0,0.1
1696820,PLANT05,Misc,49,10,False,5,0,0.1
1696822,PLANT05,Misc,49,10,False,5,0,0.1
1697080,PLANT05,Misc,49,10,False,5,0,0.1
1697081,PLANT05,Misc,49,10,False,5,0,0.1
1697082,PLANT05,Misc,49,10,False,5,0,0.1
1697083,PLANT05,Misc,49,10,False,5,0,0.1
1697084,PLANT05,Misc,49,10,False,5,0,0.1
1697085,PLANT05,Misc,49,10,False,5,0,0.1
1697086,PLANT05,Misc,49,10,False,5,0,0.1
1697087,PLANT05,Misc,49,10,False,5,0,0.1
1697102,PLANT05,Misc,49,10,False,5,0,0.1
1697113,PLANT05,Misc,49,10,False,5,0,0.1
1697114,PLANT05,Misc,49,10,False,5,0,0.1
1697115,PLANT05,Misc,49,10,False,5,0,0.1
1656889,PLANT02,Misc,15,10,False,5,0,0.1
1660153,PLANT02,Misc,15,10,False,5,0,0.1
1660530,PLANT02,Misc,15,10,False,5,0,0.1
1660585,PLANT02,Misc,15,10,False,5,0,0.1
1660668,PLANT02,Misc,15,10,False,5,0,0.1
1680674,PLANT02,Misc,15,10,False,5,0,0.1
1680682,PLANT02,Misc,15,10,False,5,0,0.1
1680684,PLANT02,Misc,15,10,False,5,0,0.1
1680697,PLANT02,Misc,15,10,False,5,0,0.1
1680742,PLANT02,Misc,15,10,False,5,0,0.1
1682646,PLANT02,Misc,15,10,False,5,0,0.1
1682648,PLANT02,Misc,15,10,False,5,0,0.1
1682651,PLANT02,Misc,15,10,False,5,0,0.1
1682709,PLANT02,Misc,15,10,False,5,0,0.1
1682727,PLANT02,Misc,15,10,False,5,0,0.1
1682736,PLANT02,Misc,15,10,False,5,0,0.1
1682754,PLANT02,Misc,15,10,False,5,0,0.1
1682757,PLANT02,Misc,15,10,False,5,0,0.1
1682760,PLANT02,Misc,15,10,False,5,0,0.1
1682763,PLANT02,Misc,15,10,False,5,0,0.1
1682766,PLANT02,Misc,15,10,False,5,0,0.1
1682769,PLANT02,Misc,15,10,False,5,0,0.1
1682772,PLANT02,Misc,15,10,False,5,0,0.1
1682778,PLANT02,Misc,15,10,False,5,0,0.1
1682787,PLANT02,Misc,15,10,False,5,0,0.1
1682790,PLANT02,Misc,15,10,False,5,0,0.1
1682793,PLANT02,Misc,15,10,False,5,0,0.1
1682796,PLANT02,Misc,15,10,False,5,0,0.1
1682799,PLANT02,Misc,15,10,False,5,0,0.1
1682802,PLANT02,Misc,15,10,False,5,0,0.1
1682805,PLANT02,Misc,15,10,False,5,0,0.1
1682832,PLANT02,Misc,15,10,False,5,0,0.1
1682835,PLANT02,Misc,15,10,False,5,0,0.1
1682853,PLANT02,Misc,15,10,False,5,0,0.1
1682859,PLANT02,Misc,15,10,False,5,0,0.1
1682862,PLANT02,Misc,15,10,False,5,0,0.1
1682869,PLANT02,Misc,15,10,False,5,0,0.1
1683134,PLANT02,Misc,15,10,False,5,0,0.1
1683392,PLANT02,Misc,15,10,False,5,0,0.1
1683397,PLANT02,Misc,15,10,False,5,0,0.1
1683401,PLANT02,Misc,15,10,False,5,0,0.1
1683403,PLANT02,Misc,15,10,False,5,0,0.1
1683405,PLANT02,Misc,15,10,False,5,0,0.1
1683407,PLANT02,Misc,15,10,False,5,0,0.1
1683409,PLANT02,Misc,15,10,False,5,0,0.1
1683419,PLANT02,Misc,15,10,False,5,0,0.1
1683426,PLANT02,Misc,15,10,False,5,0,0.1
1683432,PLANT02,Misc,15,10,False,5,0,0.1
1683523,PLANT02,Misc,15,10,False,5,0,0.1
1683525,PLANT02,Misc,15,10,False,5,0,0.1
1683527,PLANT02,Misc,15,10,False,5,0,0.1
1683739,PLANT02,Misc,15,10,False,5,0,0.1
1683749,PLANT02,Misc,15,10,False,5,0,0.1
1683760,PLANT02,Misc,15,10,False,5,0,0.1
1683769,PLANT02,Misc,15,10,False,5,0,0.1
1683773,PLANT02,Misc,15,10,False,5,0,0.1
1683808,PLANT02,Misc,15,10,False,5,0,0.1
1684637,PLANT02,Misc,15,10,False,5,0,0.1
1684644,PLANT02,Misc,15,10,False,5,0,0.1
1684645,PLANT02,Misc,15,10,False,5,0,0.1
1684646,PLANT02,Misc,15,10,False,5,0,0.1
1684649,PLANT02,Misc,15,10,False,5,0,0.1
1684659,PLANT02,Misc,15,10,False,5,0,0.1
